customer_id,segment_name,recency,frequency,monetary,ticket_count_90d,sessions_30d,campaign_clicks_30d
CUST00495,Loyal Customers,45,2,2001.5900000000001,0,4,0
CUST00496,Loyal Customers,35,1,1586.18,0,4,0
CUST00497,At-Risk,159,1,1724.62,0,1,2
CUST00498,Loyal Customers,24,2,970.31,0,3,0
CUST00499,Loyal Customers,18,1,1553.47,0,1,0
CUST00500,Loyal Customers,43,2,2352.5,0,10,1
CUST00501,Champions,20,4,2834.75,1,4,0
CUST00502,Loyal Customers,17,2,1615.2400000000002,0,13,0
CUST00503,High-Value Unhappy,48,3,2246.7,2,4,0
CUST00504,Loyal Customers,15,1,1602.01,0,9,2
CUST00505,Loyal Customers,125,1,1027.23,0,9,1
CUST00506,Loyal Customers,38,3,2912.1,0,0,1
CUST00507,At-Risk,120,1,2716.4,0,1,0
CUST00508,Loyal Customers,148,1,717.51,0,6,0
CUST00509,Loyal Customers,21,1,954.21,0,9,1
CUST00510,Loyal Customers,162,1,531.36,0,4,1
CUST00511,Loyal Customers,5,2,1447.75,1,18,0
CUST00512,Champions,16,4,2468.63,1,6,0
CUST00513,Loyal Customers,27,4,2536.83,1,6,0
CUST00514,Loyal Customers,93,1,1687.55,0,11,4
CUST00515,Loyal Customers,6,2,1540.13,0,2,0
CUST00516,Loyal Customers,27,1,623.59,0,9,2
CUST00517,At-Risk,59,1,612.95,0,2,3
CUST00518,Loyal Customers,23,1,226.9,0,5,0
CUST00519,At-Risk,81,1,412.42,0,0,0
CUST00520,Loyal Customers,2,1,503.98,0,2,2
CUST00521,Loyal Customers,42,6,2945.06,1,5,3
CUST00522,Dormant,462,0,0.0,0,1,2
CUST00523,Loyal Customers,29,1,921.24,0,7,0
CUST00524,Loyal Customers,11,1,1453.6,0,10,1
CUST00525,Dormant,220,0,0.0,0,1,0
CUST00526,Loyal Customers,2,1,1131.41,0,6,0
CUST00527,At-Risk,113,1,1920.65,0,1,0
CUST00528,Loyal Customers,14,1,556.1,0,12,0
CUST00529,Loyal Customers,63,1,1129.52,1,11,2
CUST00530,Loyal Customers,57,2,1840.55,0,2,0
CUST00531,Loyal Customers,43,2,648.41,1,1,0
CUST00532,At-Risk,118,1,880.45,0,1,0
CUST00533,Discount-Sensitive,4,1,149.0,1,9,0
CUST00534,Loyal Customers,74,2,1020.2,0,4,0
CUST00535,Discount-Sensitive,138,1,192.93,0,5,1
CUST00536,Loyal Customers,55,4,4432.75,0,14,1
CUST00537,Loyal Customers,2,1,447.58,0,4,0
CUST00538,Loyal Customers,70,2,1306.09,0,5,2
CUST00539,Loyal Customers,65,3,4301.82,0,1,1
CUST00540,Loyal Customers,56,2,718.0699999999999,0,3,0
CUST00541,At-Risk,132,4,2894.17,0,1,2
CUST00542,At-Risk,54,1,576.88,0,1,1
CUST00543,Dormant,197,0,0.0,0,2,2
CUST00544,Loyal Customers,85,1,757.57,0,6,0
CUST00545,Loyal Customers,1,1,603.57,1,9,2
CUST00546,Champions,3,2,2127.37,0,12,1
CUST00547,Loyal Customers,39,1,1001.24,1,6,0
CUST00548,Loyal Customers,165,1,858.7,0,6,0
CUST00549,At-Risk,132,2,1035.57,0,1,1
CUST00550,Loyal Customers,11,1,525.8,0,0,0
CUST00551,Loyal Customers,25,1,470.34,0,10,2
CUST00552,Loyal Customers,4,1,567.45,0,12,1
CUST00553,Dormant,293,0,0.0,0,2,0
CUST00554,Loyal Customers,7,2,750.5799999999999,0,10,0
CUST00555,Loyal Customers,45,2,1122.75,1,3,1
CUST00556,At-Risk,26,1,936.16,1,1,0
CUST00557,Loyal Customers,16,2,977.03,0,17,1
CUST00558,Dormant,399,0,0.0,0,1,0
CUST00559,Loyal Customers,1,1,469.57,0,2,1
CUST00560,Dormant,231,0,0.0,0,1,0
CUST00561,Discount-Sensitive,4,1,256.33,1,16,0
CUST00562,Dormant,259,0,0.0,0,1,1
CUST00563,At-Risk,105,1,463.49,0,1,0
CUST00564,Loyal Customers,130,1,584.7,0,10,0
CUST00565,Loyal Customers,39,1,275.55,0,10,2
CUST00566,Loyal Customers,22,1,657.76,0,25,0
CUST00567,Loyal Customers,3,2,1674.78,0,9,0
CUST00568,Discount-Sensitive,34,1,482.12,0,3,0
CUST00569,Discount-Sensitive,113,1,430.0,0,7,3
CUST00570,At-Risk,168,1,976.72,0,0,1
CUST00571,Loyal Customers,32,1,598.14,1,5,0
CUST00572,Loyal Customers,51,4,2434.63,0,8,0
CUST00573,Loyal Customers,125,3,1879.54,0,0,0
CUST00574,Champions,5,6,5505.6900000000005,0,14,1
CUST00575,Loyal Customers,83,1,548.72,1,6,1
CUST00576,Loyal Customers,46,1,470.46,0,15,1
CUST00577,Loyal Customers,72,2,1058.36,0,7,2
CUST00578,Dormant,376,0,0.0,0,2,2
CUST00579,Discount-Sensitive,10,1,301.68,0,1,0
CUST00580,Loyal Customers,74,1,713.84,0,4,1
CUST00581,Loyal Customers,76,2,1527.79,0,0,0
CUST00582,Dormant,286,0,0.0,0,2,2
CUST00583,Dormant,263,0,0.0,0,2,0
CUST00584,Loyal Customers,83,1,591.05,0,9,0
CUST00585,Loyal Customers,113,2,967.27,0,15,2
CUST00586,At-Risk,128,1,371.62,0,1,0
CUST00587,Discount-Sensitive,18,1,275.79,0,10,0
CUST00588,Loyal Customers,76,1,649.95,0,6,0
CUST00589,Discount-Sensitive,71,1,479.6,1,4,1
CUST00590,Loyal Customers,140,1,515.92,0,7,3
CUST00591,At-Risk,69,1,865.39,0,2,4
CUST00592,Loyal Customers,20,1,627.36,0,3,0
CUST00593,Loyal Customers,29,4,2441.1699999999996,1,9,0
CUST00594,Discount-Sensitive,91,1,448.78,0,0,0
CUST00595,Loyal Customers,20,3,1431.75,0,9,0
CUST00596,Discount-Sensitive,50,1,503.66,1,13,1
CUST00597,At-Risk,52,1,1256.0,1,0,0
CUST00598,Loyal Customers,7,1,545.96,0,20,3
CUST00599,At-Risk,169,2,2008.7400000000002,0,2,1
CUST00600,Dormant,263,0,0.0,0,3,0
CUST00601,Loyal Customers,70,1,537.85,0,8,3
CUST00602,Discount-Sensitive,91,1,171.18,0,5,1
CUST00603,High-Value Unhappy,10,6,3515.31,2,12,1
CUST00604,At-Risk,90,1,761.72,0,2,1
CUST00605,At-Risk,160,2,1049.15,0,8,0
CUST00606,Loyal Customers,120,1,240.15,0,7,0
CUST00607,Dormant,249,0,0.0,0,9,0
CUST00608,Loyal Customers,27,2,1397.1,1,7,0
CUST00609,Champions,6,5,4581.16,0,6,1
CUST00610,Champions,22,3,3213.04,1,10,0
CUST00611,Dormant,235,0,0.0,0,5,0
CUST00612,Loyal Customers,48,2,2120.98,0,9,0
CUST00613,High-Value Unhappy,4,4,2969.31,2,14,0
CUST00614,Dormant,196,0,0.0,0,1,1
CUST00615,Loyal Customers,34,1,446.03,1,4,1
CUST00616,Loyal Customers,36,2,1139.9099999999999,1,10,0
CUST00617,Champions,14,6,4116.99,0,8,0
CUST00618,Loyal Customers,92,2,1570.53,0,8,3
CUST00619,Loyal Customers,2,2,925.3600000000001,0,8,0
CUST00620,Loyal Customers,90,1,449.48,1,17,2
CUST00621,Loyal Customers,92,1,348.53,0,6,1
CUST00622,At-Risk,180,1,1369.13,0,1,3
CUST00623,Loyal Customers,108,4,1945.71,0,18,2
CUST00624,Dormant,232,0,0.0,0,4,0
CUST00625,Loyal Customers,66,3,1716.26,0,2,0
CUST00626,Loyal Customers,9,2,1214.38,1,12,0
CUST00627,Loyal Customers,75,1,403.11,0,6,1
CUST00628,Discount-Sensitive,59,1,232.57,1,9,1
CUST00629,Discount-Sensitive,44,1,442.4,0,2,1
CUST00630,Loyal Customers,93,2,1967.63,0,20,1
CUST00631,Loyal Customers,68,3,1238.87,0,0,0
CUST00632,Loyal Customers,61,1,1078.63,0,11,1
CUST00633,Loyal Customers,33,1,1619.36,0,4,1
CUST00634,Loyal Customers,118,2,727.14,0,1,0
CUST00635,At-Risk,134,1,1016.46,0,1,1
CUST00636,Loyal Customers,72,2,2158.95,0,1,0
CUST00637,At-Risk,60,1,928.75,0,1,0
CUST00638,At-Risk,173,1,300.91,0,0,0
CUST00639,Dormant,369,0,0.0,0,1,0
CUST00640,At-Risk,130,1,641.86,0,0,1
CUST00641,Loyal Customers,35,3,1518.18,0,5,1
CUST00642,Loyal Customers,18,3,1654.45,0,4,0
CUST00643,Loyal Customers,155,1,1091.34,0,14,1
CUST00644,Loyal Customers,78,2,715.36,0,0,3
CUST00645,Dormant,252,0,0.0,0,0,0
CUST00646,Loyal Customers,117,1,624.08,0,5,0
CUST00647,At-Risk,64,1,507.52,1,2,0
CUST00648,Loyal Customers,31,1,1298.17,0,3,3
CUST00649,Discount-Sensitive,124,1,364.41,0,5,0
CUST00650,Loyal Customers,59,2,2193.25,0,6,0
CUST00651,Loyal Customers,34,2,2189.98,0,6,2
CUST00652,Loyal Customers,75,2,2138.43,0,13,2
CUST00653,Loyal Customers,32,2,2037.83,0,19,0
CUST00654,High-Value Unhappy,8,4,4671.99,2,8,0
CUST00655,At-Risk,79,1,631.53,0,0,0
CUST00656,Loyal Customers,67,2,1360.96,0,16,0
CUST00657,Loyal Customers,63,2,674.97,1,5,1
CUST00658,Dormant,219,0,0.0,0,3,1
CUST00659,Loyal Customers,16,1,883.27,0,21,4
CUST00660,Loyal Customers,43,1,573.43,0,7,2
CUST00661,Discount-Sensitive,180,1,415.44,0,1,0
CUST00662,At-Risk,124,1,852.96,0,2,0
CUST00663,Loyal Customers,64,3,1861.8999999999999,0,14,0
CUST00664,Discount-Sensitive,20,1,237.27,1,1,0
CUST00665,Loyal Customers,35,3,1936.8,1,3,0
CUST00666,Loyal Customers,3,1,540.99,1,1,1
CUST00667,Loyal Customers,25,2,1406.34,0,7,0
CUST00668,Loyal Customers,42,2,952.4100000000001,0,3,0
CUST00669,Loyal Customers,57,3,2774.7599999999998,0,1,0
CUST00670,Dormant,242,0,0.0,0,0,1
CUST00671,Champions,2,3,2568.33,0,13,0
CUST00672,Discount-Sensitive,141,1,434.37,0,10,3
CUST00673,At-Risk,118,1,1297.2,0,1,1
CUST00674,Loyal Customers,56,5,2521.51,0,14,0
CUST00675,At-Risk,130,2,4218.15,0,8,1
CUST00676,Loyal Customers,6,1,714.17,1,9,2
CUST00677,Discount-Sensitive,6,1,291.61,0,1,0
CUST00678,Dormant,196,0,0.0,0,1,0
CUST00679,Loyal Customers,83,3,2474.75,0,3,3
CUST00680,Dormant,215,0,0.0,0,1,0
CUST00681,Dormant,211,0,0.0,0,1,0
CUST00682,Loyal Customers,19,1,1238.23,1,6,1
CUST00683,Champions,0,3,3422.7,1,7,1
CUST00684,At-Risk,140,1,547.13,0,2,0
CUST00685,Loyal Customers,2,1,1158.09,0,3,1
CUST00686,Loyal Customers,127,1,318.48,0,21,1
CUST00687,Loyal Customers,117,3,2804.77,0,1,0
CUST00688,Champions,13,4,2214.44,1,1,0
CUST00689,Loyal Customers,70,4,4514.3099999999995,0,13,0
CUST00690,Champions,4,3,3098.92,0,11,3
CUST00691,Loyal Customers,61,2,1222.65,0,14,3
CUST00692,Discount-Sensitive,58,1,269.14,0,0,1
CUST00693,At-Risk,147,1,804.56,0,0,0
CUST00694,Loyal Customers,74,1,345.14,0,14,0
CUST00695,Dormant,198,0,0.0,0,4,0
CUST00696,Loyal Customers,40,2,796.1500000000001,0,1,0
CUST00697,Dormant,247,0,0.0,0,1,0
CUST00698,High-Value Unhappy,14,3,2572.7200000000003,2,11,0
CUST00699,Loyal Customers,47,4,2191.5099999999998,0,15,0
CUST00700,At-Risk,49,1,345.91,0,1,0
CUST00701,Loyal Customers,122,1,892.63,0,10,0
CUST00702,At-Risk,77,1,357.55,1,2,0
CUST00703,Loyal Customers,104,1,360.06,0,3,0
CUST00704,Loyal Customers,22,2,1084.3400000000001,0,12,0
CUST00705,Loyal Customers,12,1,872.61,1,1,0
CUST00706,Loyal Customers,2,1,439.07,0,2,0
CUST00707,Dormant,189,0,0.0,0,10,0
CUST00708,Loyal Customers,45,4,2683.09,1,5,0
CUST00709,At-Risk,129,1,1966.47,0,0,0
CUST00710,Champions,16,4,2426.17,0,8,0
CUST00711,Champions,19,5,4117.05,1,10,2
CUST00712,Loyal Customers,4,1,676.24,0,2,0
CUST00713,High-Value Unhappy,3,4,3625.93,2,10,0
CUST00714,Loyal Customers,40,3,1036.94,1,2,1
CUST00715,Loyal Customers,25,3,954.63,0,4,0
CUST00716,Loyal Customers,6,3,1449.24,1,14,2
CUST00717,Loyal Customers,0,1,884.85,0,6,0
CUST00718,At-Risk,117,1,348.64,0,2,1
CUST00719,Discount-Sensitive,168,1,461.68,0,2,0
CUST00720,Dormant,291,0,0.0,0,1,1
CUST00721,Loyal Customers,14,1,1856.99,0,8,1
CUST00722,Discount-Sensitive,30,1,256.54,1,1,0
CUST00723,Loyal Customers,69,1,546.81,0,7,1
CUST00724,Loyal Customers,8,2,1014.94,0,8,2
CUST00725,At-Risk,141,2,950.51,0,0,0
CUST00726,Loyal Customers,98,4,4849.51,0,10,0
CUST00727,Champions,8,4,2696.01,0,10,2
CUST00728,Loyal Customers,66,1,396.38,1,6,0
CUST00729,At-Risk,140,1,1324.83,0,1,1
CUST00730,Dormant,232,0,0.0,0,3,0
CUST00731,Discount-Sensitive,136,1,433.67,0,2,1
CUST00732,Loyal Customers,6,1,402.61,1,6,1
CUST00733,Loyal Customers,66,1,376.53,0,5,0
CUST00734,Loyal Customers,89,2,2020.81,0,6,0
CUST00735,Loyal Customers,12,2,1244.28,0,1,0
CUST00736,Loyal Customers,66,3,1727.68,0,3,0
CUST00737,At-Risk,24,1,872.88,0,1,0
CUST00738,Loyal Customers,78,1,545.24,1,8,2
CUST00739,Loyal Customers,24,1,1047.95,0,8,1
CUST00740,Dormant,261,0,0.0,0,5,2
CUST00741,Dormant,225,0,0.0,0,3,1
CUST00742,Discount-Sensitive,49,1,441.54,0,5,0
CUST00743,Loyal Customers,1,1,1124.66,0,3,2
CUST00744,Loyal Customers,65,2,1108.58,0,2,2
CUST00745,Loyal Customers,1,1,1077.53,0,14,0
CUST00746,Discount-Sensitive,177,1,352.33,0,0,0
CUST00747,Loyal Customers,11,1,1123.87,1,13,0
CUST00748,Loyal Customers,58,3,2603.35,0,5,0
CUST00749,Loyal Customers,11,1,872.34,0,13,3
CUST00750,Loyal Customers,49,2,962.3000000000001,0,8,1
CUST00751,Loyal Customers,15,1,657.24,0,8,1
CUST00752,Loyal Customers,97,2,1319.5500000000002,0,2,0
CUST00753,Loyal Customers,143,1,1093.17,0,9,0
CUST00754,Loyal Customers,37,2,3639.05,0,18,1
CUST00755,Dormant,200,0,0.0,0,12,2
CUST00756,At-Risk,113,1,329.74,0,0,0
CUST00757,Loyal Customers,8,1,481.24,0,4,1
CUST00758,Loyal Customers,78,3,1129.62,0,13,1
CUST00759,Loyal Customers,38,2,1562.24,0,4,0
CUST00760,At-Risk,162,1,368.74,0,1,0
CUST00761,Dormant,193,0,0.0,0,1,0
CUST00762,Loyal Customers,46,2,2784.5699999999997,0,8,0
CUST00763,Dormant,188,0,0.0,0,0,0
CUST00764,Loyal Customers,23,2,1414.13,0,8,0
CUST00765,Loyal Customers,98,2,2264.58,0,2,0
CUST00766,Loyal Customers,166,1,389.83,0,7,0
CUST00767,Loyal Customers,75,1,468.97,1,7,3
CUST00768,Loyal Customers,21,2,1483.56,1,3,0
CUST00769,Loyal Customers,18,2,971.74,0,2,0
CUST00770,Loyal Customers,27,3,2711.16,1,12,1
CUST00771,Discount-Sensitive,90,1,456.76,1,8,0
CUST00772,Dormant,190,0,0.0,0,9,1
CUST00773,Loyal Customers,71,1,658.94,0,4,0
CUST00774,At-Risk,101,1,364.21,0,2,0
CUST00775,Loyal Customers,23,1,1298.92,0,8,2
CUST00776,At-Risk,135,1,547.9,0,0,0
CUST00777,Loyal Customers,10,1,720.41,0,2,1
CUST00778,Dormant,331,0,0.0,0,1,0
CUST00779,Discount-Sensitive,6,1,416.15,0,3,1
CUST00780,High-Value Unhappy,36,4,3232.4,2,12,0
CUST00781,Discount-Sensitive,49,1,442.8,0,4,0
CUST00782,Dormant,194,0,0.0,0,1,2
CUST00783,Dormant,232,0,0.0,0,3,2
CUST00784,Loyal Customers,45,2,1269.12,0,11,1
CUST00785,Loyal Customers,11,3,1464.91,0,5,0
CUST00786,At-Risk,150,1,1030.43,0,1,0
CUST00787,Loyal Customers,48,3,2376.36,0,2,0
CUST00788,Loyal Customers,49,1,1408.44,0,8,0
CUST00789,At-Risk,55,1,753.6,0,1,0
CUST00790,Loyal Customers,78,1,458.83,1,9,1
CUST00791,Dormant,230,0,0.0,0,0,0
CUST00792,Loyal Customers,148,1,1395.21,0,4,0
CUST00793,At-Risk,113,1,1730.51,0,1,1
CUST00794,Loyal Customers,171,1,413.58,0,7,0
CUST00795,At-Risk,138,2,2258.74,0,2,0
CUST00796,Loyal Customers,151,1,1622.25,0,8,0
CUST00797,Loyal Customers,9,1,408.27,0,7,1
CUST00798,Loyal Customers,57,2,1507.09,0,8,1
CUST00799,Loyal Customers,56,2,738.9300000000001,0,2,0
CUST00800,Champions,12,5,5040.63,0,7,2
CUST00801,Loyal Customers,76,2,1510.24,1,1,0
CUST00802,Dormant,201,0,0.0,0,1,0
CUST00803,Loyal Customers,53,2,2106.41,0,2,2
CUST00804,Loyal Customers,14,1,969.91,0,7,1
CUST00805,Loyal Customers,41,1,780.79,0,8,0
CUST00806,Loyal Customers,21,1,976.95,0,11,0
CUST00807,Loyal Customers,112,1,594.61,0,4,0
CUST00808,Discount-Sensitive,53,1,444.73,1,16,0
CUST00809,Loyal Customers,22,3,1886.26,1,12,4
CUST00810,Dormant,217,0,0.0,0,0,2
CUST00811,Dormant,184,0,0.0,0,2,1
CUST00812,Dormant,189,0,0.0,0,0,0
CUST00813,Champions,5,4,3695.8,1,11,3
CUST00814,Loyal Customers,88,2,3500.93,0,14,0
CUST00815,At-Risk,137,2,2569.54,0,3,0
CUST00816,Loyal Customers,59,2,2688.92,1,7,1
CUST00817,Champions,9,7,6352.75,0,13,2
CUST00818,At-Risk,147,1,988.84,0,1,0
CUST00819,Loyal Customers,28,4,2164.49,0,5,0
CUST00820,Dormant,189,0,0.0,0,4,2
CUST00821,Discount-Sensitive,94,1,409.56,1,6,0
CUST00822,Loyal Customers,76,3,1713.4699999999998,1,10,0
CUST00823,At-Risk,146,2,546.33,0,2,0
CUST00824,Loyal Customers,4,1,446.93,0,4,0
CUST00825,Loyal Customers,97,1,410.77,0,3,3
CUST00826,At-Risk,158,2,2063.86,0,9,0
CUST00827,Loyal Customers,57,1,1699.04,0,4,2
CUST00828,Discount-Sensitive,90,1,355.91,0,5,0
CUST00829,Loyal Customers,62,4,3162.5200000000004,0,9,3
CUST00830,Loyal Customers,19,2,1150.55,0,11,1
CUST00831,Loyal Customers,6,2,994.8299999999999,2,11,1
CUST00832,Loyal Customers,0,1,716.8,0,9,3
CUST00833,Loyal Customers,67,1,1142.84,0,6,0
CUST00834,Loyal Customers,2,1,971.01,0,6,0
CUST00835,At-Risk,157,3,1837.3,0,8,0
CUST00836,Loyal Customers,9,2,1640.21,0,7,0
CUST00837,Loyal Customers,15,2,1476.76,0,7,1
CUST00838,Discount-Sensitive,9,1,402.67,1,11,1
CUST00839,At-Risk,162,2,860.28,0,2,0
CUST00840,Loyal Customers,58,3,3328.2799999999997,0,3,0
CUST00841,Loyal Customers,99,6,5236.09,0,2,0
CUST00842,Loyal Customers,71,2,1823.97,1,1,0
CUST00843,At-Risk,45,1,803.69,1,1,2
CUST00844,Loyal Customers,19,1,410.24,0,1,1
CUST00845,Loyal Customers,96,1,777.67,1,4,0
CUST00846,Loyal Customers,41,3,1899.26,1,15,0
CUST00847,Loyal Customers,4,1,1420.5,0,12,5
CUST00848,Loyal Customers,4,1,547.18,0,8,1
CUST00849,Champions,6,4,2776.8599999999997,0,9,2
CUST00850,Champions,7,2,2278.0299999999997,1,5,0
CUST00851,Loyal Customers,0,1,822.7,0,8,0
CUST00852,Loyal Customers,66,2,935.26,0,1,1
CUST00853,Discount-Sensitive,61,1,318.94,1,9,0
CUST00854,Dormant,279,0,0.0,0,1,0
CUST00855,Dormant,292,0,0.0,0,1,0
CUST00856,At-Risk,135,1,2235.84,0,1,3
CUST00857,Loyal Customers,67,2,1852.15,1,3,1
CUST00858,Loyal Customers,90,2,1268.61,0,1,0
CUST00859,Loyal Customers,169,1,769.89,0,10,2
CUST00860,Loyal Customers,79,1,1472.26,1,7,4
CUST00861,Loyal Customers,170,1,798.67,0,3,2
CUST00862,Dormant,453,0,0.0,0,2,0
CUST00863,Loyal Customers,25,2,1710.22,0,6,0
CUST00864,Discount-Sensitive,138,1,316.53,0,2,1
CUST00865,Loyal Customers,50,2,1503.1100000000001,1,10,2
CUST00866,Loyal Customers,26,1,1280.71,0,5,0
CUST00867,Discount-Sensitive,15,1,424.64,1,6,0
CUST00868,Loyal Customers,20,1,832.57,0,14,1
CUST00869,Loyal Customers,93,3,1700.01,0,0,0
CUST00870,Loyal Customers,86,3,2224.05,0,13,0
CUST00871,Loyal Customers,122,3,1703.85,0,3,0
CUST00872,Loyal Customers,125,1,799.03,0,6,2
CUST00873,Champions,3,2,1994.21,0,2,0
CUST00874,Loyal Customers,21,1,511.56,0,7,0
CUST00875,At-Risk,30,1,363.1,0,1,0
CUST00876,Loyal Customers,36,2,938.71,1,6,1
CUST00877,Loyal Customers,63,2,831.49,0,7,0
CUST00878,At-Risk,134,2,2578.68,0,12,1
CUST00879,At-Risk,155,2,2576.4700000000003,0,4,0
CUST00880,Loyal Customers,16,3,1801.75,0,11,0
CUST00881,Loyal Customers,4,1,1185.63,0,6,0
CUST00882,Loyal Customers,85,2,894.79,1,2,0
CUST00883,Loyal Customers,126,2,4600.78,0,1,1
CUST00884,Dormant,271,0,0.0,0,1,0
CUST00885,Loyal Customers,31,2,1199.0,0,10,1
CUST00886,Discount-Sensitive,1,1,304.87,0,3,0
CUST00887,Loyal Customers,9,1,1399.24,0,0,2
CUST00888,At-Risk,108,1,1200.57,0,0,1
CUST00889,Loyal Customers,44,2,1597.41,0,2,0
CUST00890,At-Risk,24,1,631.59,1,1,0
CUST00891,Loyal Customers,13,2,1207.62,0,0,0
CUST00892,Discount-Sensitive,9,1,360.98,0,5,1
CUST00893,Loyal Customers,99,1,563.11,0,5,0
CUST00894,Loyal Customers,25,2,1903.85,1,2,0
CUST00895,Discount-Sensitive,54,1,168.81,1,14,1
CUST00896,Champions,10,5,2728.69,1,3,1
CUST00897,Loyal Customers,13,1,584.95,0,3,1
CUST00898,Dormant,339,0,0.0,0,2,1
CUST00899,Dormant,187,0,0.0,0,4,0
CUST00900,Loyal Customers,58,2,1242.65,1,1,1
CUST00901,High-Value Unhappy,35,3,1694.6200000000001,2,9,0
CUST00902,Loyal Customers,6,1,1318.64,0,5,1
CUST00903,Loyal Customers,42,1,632.18,1,13,0
CUST00904,Loyal Customers,41,4,3412.27,0,7,2
CUST00905,Loyal Customers,30,2,1971.87,0,11,1
CUST00906,Loyal Customers,38,2,1449.41,0,3,0
CUST00907,Dormant,220,0,0.0,0,2,0
CUST00908,Loyal Customers,27,2,2799.02,1,3,2
CUST00909,Dormant,185,0,0.0,0,0,0
CUST00910,Loyal Customers,127,1,1239.32,0,3,1
CUST00911,Loyal Customers,30,4,2586.44,0,2,0
CUST00912,At-Risk,138,1,1252.31,0,0,2
CUST00913,Dormant,183,0,0.0,0,1,1
CUST00914,Loyal Customers,36,2,1175.85,0,13,0
CUST00915,At-Risk,113,1,600.29,0,1,0
CUST00916,Loyal Customers,20,2,1344.17,1,9,1
CUST00917,Dormant,286,0,0.0,0,1,1
CUST00918,Dormant,236,0,0.0,0,1,0
CUST00919,Champions,10,2,1976.3400000000001,1,13,0
CUST00920,Loyal Customers,66,1,761.95,1,12,3
CUST00921,Dormant,195,0,0.0,0,3,0
CUST00922,Loyal Customers,11,1,1131.6,0,9,3
CUST00923,Loyal Customers,57,2,1201.76,1,8,0
CUST00924,At-Risk,44,1,1642.68,0,1,1
CUST00925,Loyal Customers,44,1,464.59,1,6,0
CUST00926,Loyal Customers,1,3,1704.96,1,5,0
CUST00927,Dormant,343,0,0.0,0,1,0
CUST00928,Dormant,229,0,0.0,0,1,2
CUST00929,Loyal Customers,43,1,325.51,0,5,1
CUST00930,Loyal Customers,59,4,2336.4900000000002,1,9,0
CUST00931,Loyal Customers,30,1,1030.44,0,11,0
CUST00932,Loyal Customers,83,1,688.68,1,12,0
CUST00933,Dormant,205,0,0.0,0,0,0
CUST00934,Loyal Customers,44,1,664.65,1,4,1
CUST00935,Loyal Customers,28,5,3594.4,0,7,0
CUST00936,Loyal Customers,35,1,1697.0,1,3,1
CUST00937,Loyal Customers,126,2,1039.65,0,2,2
CUST00938,At-Risk,26,1,1882.4,1,2,0
CUST00939,Loyal Customers,9,1,560.91,0,7,2
CUST00940,Dormant,236,0,0.0,0,0,0
CUST00941,Dormant,183,0,0.0,0,6,1
CUST00942,Discount-Sensitive,7,1,407.18,1,4,1
CUST00943,Dormant,346,0,0.0,0,2,0
CUST00944,At-Risk,74,1,630.93,1,1,1
CUST00945,Loyal Customers,4,1,1143.18,0,5,0
CUST00946,Loyal Customers,173,1,542.29,0,4,5
CUST00947,Loyal Customers,41,3,1553.3600000000001,0,0,0
CUST00948,Loyal Customers,79,1,923.64,0,11,0
CUST00949,At-Risk,130,1,610.5,0,2,0
CUST00950,Dormant,209,0,0.0,0,5,0
CUST00951,Loyal Customers,62,1,602.19,0,6,2
CUST00952,Loyal Customers,42,4,3262.96,0,16,4
CUST00953,Champions,9,3,1925.94,0,5,2
CUST00954,Loyal Customers,25,2,769.86,0,12,2
CUST00955,Loyal Customers,63,2,748.92,0,4,0
CUST00956,Loyal Customers,31,2,2241.69,1,10,1
CUST00957,Loyal Customers,37,2,1174.3200000000002,0,5,0
CUST00958,At-Risk,160,2,1033.42,0,2,0
CUST00959,Loyal Customers,63,2,644.14,0,0,0
CUST00960,At-Risk,146,1,1599.13,0,1,0
CUST00961,At-Risk,151,2,1378.71,0,2,0
CUST00962,Loyal Customers,22,1,349.41,1,9,0
CUST00963,Loyal Customers,103,1,641.2,0,9,1
CUST00964,Dormant,219,0,0.0,0,0,0
CUST00965,Loyal Customers,8,2,507.14,2,5,0
CUST00966,Loyal Customers,40,1,2196.79,1,4,2
CUST00967,Dormant,218,0,0.0,0,2,0
CUST00968,Loyal Customers,98,1,551.82,1,12,0
CUST00969,Loyal Customers,31,2,1233.07,0,14,4
CUST00970,Dormant,188,0,0.0,0,6,3
CUST00971,Loyal Customers,62,4,2566.58,0,20,2
CUST00972,Loyal Customers,64,1,1679.36,0,5,4
CUST00973,Loyal Customers,22,2,908.6800000000001,0,4,0
CUST00974,Loyal Customers,79,3,3016.38,0,11,0
CUST00975,Loyal Customers,50,1,538.78,0,11,0
CUST00976,Loyal Customers,5,1,565.07,0,9,3
CUST00977,Loyal Customers,5,2,1375.4499999999998,0,9,2
CUST00978,Dormant,307,0,0.0,0,0,0
CUST00979,Loyal Customers,103,1,699.31,0,5,0
CUST00980,Loyal Customers,81,1,492.33,0,4,1
CUST00981,Loyal Customers,103,2,1804.73,0,6,0
CUST00982,Loyal Customers,90,4,1862.8899999999999,0,4,2
CUST00983,Dormant,256,0,0.0,0,1,0
CUST00984,Loyal Customers,44,2,1055.25,0,3,0
CUST00985,Loyal Customers,85,1,734.6,1,5,0
CUST00986,Loyal Customers,62,2,1068.02,0,1,0
CUST00987,Loyal Customers,7,1,1720.99,1,2,0
CUST00988,Champions,3,5,3639.98,0,3,0
CUST00989,At-Risk,158,2,934.14,0,0,0
CUST00990,At-Risk,167,3,3332.24,0,6,0
